repo,folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes
gm,atlas,majority_pruning,atlas/exports/manifold_invariants.json,MEASURED,[data_manifold] invariant: Some low-confidence majority samples are dropped (falsifier: any observed violation).,count of dropped (weight=0) low-confidence majority samples,integer count > 0,compare rectify input/output sample counts and weights,,,,,Exported invariant; violation refutes the layer contract. Same set listed in CLAUDE.md and tested in tests/test_invariants.py.
gm,atlas,asymmetric_effect,atlas/exports/manifold_invariants.json,MEASURED,"[data_manifold] invariant: After rectification, minority fraction increases or stays same (falsifier: any observed violation).",minority class fraction before vs after rectification,"fraction in [0,1]; non-decreasing (boolean)",label counts before/after DataManifold.rectify,,,,,Exported invariant; violation refutes the layer contract. Same set listed in CLAUDE.md and tested in tests/test_invariants.py.
gm,atlas,confidence_bounded_agg,atlas/exports/manifold_invariants.json,MEASURED,"[confidence_aggregation] invariant: combined() output always in [0, 1] (falsifier: any observed violation).",GeometricConfidence.combined() output,"float in [0, 1]",call combined() on layer confidences,,,,,Exported invariant; violation refutes the layer contract. Same set listed in CLAUDE.md and tested in tests/test_invariants.py.
gm,atlas,weights_sum_to_one,atlas/exports/manifold_invariants.json,MEASURED,"[confidence_aggregation] invariant: Default weights (0.2, 0.5, 0.3) sum to 1.0 (falsifier: any observed violation).",sum of aggregation weights,float; must equal 1.0,sum weights tuple in repair/geometric_confidence.py,,,,,Exported invariant; violation refutes the layer contract. Same set listed in CLAUDE.md and tested in tests/test_invariants.py.
gm,atlas,parameter_dominates,atlas/exports/manifold_invariants.json,MEASURED,[confidence_aggregation] invariant: Parameter confidence (50%) outweighs data (20%) and policy (30%) (falsifier: any observed violation).,ordering of aggregation weights,weights 0.5 > 0.3 > 0.2 (boolean ordering),"inspect weights (0.2, 0.5, 0.3)",,,,,Exported invariant; violation refutes the layer contract. Same set listed in CLAUDE.md and tested in tests/test_invariants.py.
gm,bridges,F1,bridges/rosetta-bridge.json,MEASURED,"""invariants_linked"": [""confidence_bounded"", ""weights_sum_to_one"", ""parameter_dominates""] under confidence_aggregation with weights {data 0.2, parameter 0.5, policy 0.3} (falsifier: weights fail to sum to 1.0).",sum of confidence_aggregation.weights,float; must equal 1.0,sum the weights object in rosetta-bridge.json / repair/geometric_confidence.py,,,,,Invariant names linked here; checkable text exported in atlas/exports/manifold_invariants.json.
gm,bridges,F2,bridges/rosetta-bridge.json,MEASURED,"confidence_aggregation rationale: ""the irreducible three-weight combination"" with parameter dominant (0.5 > 0.3 > 0.2) — falsifier: ordering violated, parameter weight not strictly largest.",ordering of the three bridge weights,boolean ordering check on floats,compare confidence_aggregation.weights fields in rosetta-bridge.json,,,,,The TETRA 3-weight vs 4-channel refutation dispute is documented in docs/research/OPEN_QUESTIONS.md and coded under docs.
gm,configs,(configs),configs/default.yaml,MISSING,"No falsifier anywhere in configs/: default.yaml, adversarial.yaml and topics.json contain only parameter values and search-topic specifications; verified by reading all three files.",,,,,,,,Pure configuration data; no claim or refutation text.
gm,data,F1,data/claim_tree.json,MEASURED,Numeric check: an independent replication or reanalysis fails to reproduce the reported quantitative effect within a factor of 2.,reproduced quantitative effect vs reported value,factor-of-2 ratio threshold,cross-source replication/reanalysis; template assigned by derive_falsification() when the abstract carries quantitative effect language; 38 of 198 claims,,,,,Claim-tree falsification template #1 (of 2).
gm,data,F2,data/claim_tree.json,MEASURED,Replication check: an independent replication or reanalysis of the reported result contradicts it on the same task/metric class.,replication contradiction verdict,boolean (contradicts / corroborates) on the same task/metric class,engine stage-4 cross-source corroboration/contradiction heuristic; 160 of 198 claims,,,,,Claim-tree falsification template #2. HYPOTHESIS_TRIAGE.md critiques these as citations with a falsification condition stapled on.
gm,data,F3,data/unknown_journal.jsonl,MEASURED,"""flag"": ""escape-hatch"", ""reason"": ""reformulation_count >= 3"" — claims ejected from the tree after 3 reformulations (falsifier of continued claim viability).",reformulation_count per claim,"integer count, threshold 3",engine stage 5; ejections recorded in data/unknown_journal.jsonl (21 entries) and data/reformulations.jsonl (95 entries),,,,,findings_log.jsonl and cross_domain.jsonl carry no falsifier fields (verified: keys are id/source/title/url/date/topic/abstract/retrieved_at/hash).
gm,docs,C1,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,Any p where ⟨T(p+1)⟩ > ⟨T(p)⟩ + 2·SEM.,mean collapse time ⟨T(p)⟩ vs saddle index p,"time steps, with 2·SEM margin",p-sweep with c(p) calibrated via find_c_for_target_barrier,,,,,Explicit falsifier field of claim C1 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C2,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,Slope deviates from prediction by >25% or sign is wrong.,slope of log⟨T(p)⟩ vs p against -0.5·log(λ₊),percent deviation (25% tolerance) and sign,linear regression of log⟨T⟩ on p; λ₊ from measure_lambda_plus_sim,,,,,Explicit falsifier field of claim C2 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C3,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,⟨T_lock(p)⟩ deviates from ⟨T_indep(1)⟩ by >2·SEM for any p.,locked-control vs independent mean collapse time,"time steps, 2·SEM band",LockedHighDimDiversityModel runs for p in {1..4} vs independent p=1,,,,,Explicit falsifier field of claim C3 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C4,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,β ≤ 1.0 within CI.,exponent β in repair-cost fit R(p) = α·p^β,dimensionless exponent with 95% CI (super-linear claim requires β>1.2),fit R(p) over fixed horizon from repair simulations,,,,,Explicit falsifier field of claim C4 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C5,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,"Either threshold exceeded before D crosses 10·collapse_ε (|skew|<0.5, |excess kurt|<1.0).",|skew| and |excess kurtosis| of closure trajectory,"dimensionless moments, thresholds 0.5 / 1.0",closure_trajectory during pre-collapse phase while D > 10·collapse_ε,,,,,Explicit falsifier field of claim C5 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C6,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,Slope changes by more than its SEM across N.,"C2 scaling-slope stability across N in {50, 200, 800}",slope difference in SEM units,repeat C2 regression at three N values,,,,,Explicit falsifier field of claim C6 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C7,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,Discrepancy >15% → moment closure broken or finite-N effect dominant.,λ₊ from agent sim vs λ₊ from mean_field.lambda_plus,percent discrepancy (15% threshold),"measure_lambda_plus_sim vs lambda_plus_at_saddle at fixed (a,c,σ_n,D_mut)",,,,,Explicit falsifier field of claim C7 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,C8,docs/theoretical_notes/CLAIM_TABLE.fab.json,MEASURED,⟨T(dt=0.005)⟩ - ⟨T(dt→0)⟩ > SEM.,finite-dt bias in mean collapse time,time steps in SEM units,dt_sweep with Richardson extrapolation to dt→0,,,,,Explicit falsifier field of claim C8 in CLAIM_TABLE.fab.json (diversity_collapse_model). Questions.md table and Stats.md restate C1/C2/C4/C5.
gm,docs,E-P1,docs/research/15_physical_shape_instrument.md,MEASURED,Refuted if R² < 0.9 on log-log or if hysteresis loop area > 30% of range on the down-sweep.,R² of apex-height vs screw-displacement (log-log); hysteresis loop area,R² dimensionless (0.9); loop area as % of range (30%),"calipers after each 1/8-turn compression step, 10 s settle; full up/down sweep",,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P2,docs/research/15_physical_shape_instrument.md,MEASURED,Refuted if recovery shows no monotone rise or rises only at ≥95% of snap load.,"recovery time (oscillation envelope decay to 5%, exp fit) vs compression; lead",seconds; lead ≥ 15% of load range,20 g nut dropped 30 mm impulse; apex acceleration 5 s at ≥500 Hz per compression step,,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P3,docs/research/15_physical_shape_instrument.md,MEASURED,Claim: variance rises ≥ 2× baseline before snap. Refuted if flat within noise.,strut-position variance (band-passed 10–100 Hz) relative to baseline,ratio to baseline (threshold 2×),quiet 2 s windows of the E-P2 recordings,,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P4,docs/research/15_physical_shape_instrument.md,MEASURED,Claim: flickering onset (dwell times dropping) precedes the static snap point (falsifier: onset does not precede snap).,well-hop dwell times vs static snap point,seconds (dwell); precedence boolean,ambient vibration / table taps in near-snap regime,,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P5,docs/research/15_physical_shape_instrument.md,MEASURED,"Verify modal decomposition of the displacement field localizes to the bistable strut's vertices (6× concentration, per sim) — falsifier: localization below 6×.",vertex concentration ratio of modal decomposition,concentration ratio (6× threshold),tape markers + phone video tracking or 3 accelerometers during induced snap,,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P6,docs/research/15_physical_shape_instrument.md,MEASURED,Claim: the measured fold geometry fits the cusp normal form (residual < 10%) — falsifier: residual ≥ 10%.,cusp normal-form fit residual,percent (10% threshold),load vs apex height S-curve from full up-sweep and down-sweep,,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,E-P8,docs/research/15_physical_shape_instrument.md,MEASURED,"Refuted if: exponent outside band (wrong bifurcation or rate-dominated dynamics), OR decoder no better than the mean-ε_0 baseline.","exponent of log t_snap vs log ε-distance (band [−0.65,−0.35]); decoder RMSE",dimensionless exponent; RMSE in compression units (≤0.02),"quasi-static ramp dε/dt≈0.01/s, 8 levels × 5 repeats, 20% withheld decoder check",,,,,Pre-registered ledger-ready claim in notes 15 §3 / E-P8 addendum.
gm,docs,F-PREREG,docs/research/15_physical_shape_instrument.md,MEASURED,"v1 (absolute t-test, sequential scan): REFUTED — null arm fired at 96%. v2 (differential ratio, sequential scan): REFUTED — null 82%. v3 (one pre-committed checkpoint): SUPPORTED — 5/5 seeds, null FP 0.05.",null-arm detection (false-positive) rate of the E-P2 detector,percent of null trials (96% / 82%; nominal 0.05 for v3),"two-arm harness sim (bistable + identical rigid strut), sequential scan vs single pre-committed checkpoint at compression 0.44",,,,,Recorded refutation of the first two E-P2 detector designs; ledger entries sims/ep2_prereg*/results/*.
gm,docs,F-TETRA-SCOPE,docs/research/OPEN_QUESTIONS.md,SCOPE-DIFFERENT,"""if confidence aggregation ever carries ≠4 components, the shape is wrong"" — but bridges/rosetta-bridge.json justifies TETRA by three weights (""the irreducible three-weight combination""). Both land on TETRA; they disagree on what would refute it.",,,,"notes 14 four-channel frame: confidence aggregation carries data/param/policy/combined components, one per tetrahedron vertex; refute at component count ≠4","bridges/rosetta-bridge.json three-weight simplex frame: weights (data 0.2, parameter 0.5, policy 0.3); refute at weight count ≠3","the component-count refutation test: both frames yield SHAPE.TETRA, so a ≠4 reading refutes in one frame while a =3 reading is the defining invariant in the other",,"Status: OPEN, AND CURRENTLY UNFALSIFIABLE AS WRITTEN (per OPEN_QUESTIONS)."
gm,docs,F-TETRA,docs/research/14_rosetta_shape_grounding.md,MEASURED,"""TETRA-confidence"" is falsifiable: if confidence aggregation ever carries ≠4 components, the shape is wrong and the bridge file must change — the ledger records it.",number of components carried by confidence aggregation,integer count (expected 4),inspect confidence-aggregation arity; recorded in CDT falsification ledger,,,,,Single-frame statement; the 4-vs-3 frame clash is coded separately as F-TETRA-SCOPE.
gm,docs,F-K1,docs/research/OPEN_QUESTIONS.md,MEASURED,The visible-only model fits a deformation partly caused by an unmodelled constraint to machine precision (residual ≤ 1.5e-13) and reports visible residuals of 0.014–0.067 that are entirely fictitious. Any drill-down conclusion from a single observation is unfalsifiable in exactly this way.,K=1 fit residual; reported vs true visible residual norms,residual norm (≤1.5e-13; fictitious 0.014–0.067; true = 0),single-load-case least-squares fit of the 12-edge visible model on the octahedron (sims/dark_constraint),,,,,Established degeneracy that refutes single-observation drill-down localization.
gm,docs,F-EWS-MODE,docs/research/14_rosetta_shape_grounding.md,MEASURED,"Mode-filtered passive EWS — Refuted at this regime (modal variance monotone decreased, τ=−0.49).",Kendall τ of modal variance vs approach to snap,dimensionless correlation (τ=−0.49 measured),mode-filtered EWS battery on the shape simulation; compared against active probe-recovery channel (~25% lead),,,,,Reported refutation in the updated claim table.
gm,docs,F-ORACLE,docs/hypothesis_engine.md,MEASURED,"Falsification-first testing: cross-source verification as the test oracle — independent corroboration raises confidence (pass -> conf +0.1), contradiction lowers it (fail -> conf -0.2).",cross-source corroboration/contradiction verdict per claim; claim confidence,"boolean verdict; confidence in [0,1] updated +0.1 / −0.2",engine stage 4 TEST heuristics over data/claim_tree.json,,,,,
gm,docs,F-STATUS,docs/research/01_newest_hypotheses.md,MEASURED,Status rule: failed ≥ 3 → falsified; passed ≥ 3 → survived.,passed / failed verdict counts per claim,"integer counts, threshold 3",Claim.status property (grounding/core/claims.py; mirrored in scripts/hypothesis_engine.py),,,,,
gm,docs,F-ESCAPE,docs/research/01_newest_hypotheses.md,MEASURED,Escape-hatch detection: reformulate() resets track record; reformulation_count ≥ 3 → escape_hatch_suspected (anti-Goodhart principle).,reformulation_count per claim,"integer count, threshold 3",reformulate() counter; claim exits the tree into the unknown journal at 3 (docs/hypothesis_engine.md stage 5),,,,,
gm,docs,F-TORUS,docs/research/05_learning_simulation_design.md,MEASURED,"Used to falsify the hypothesis ""Torus outperforms Line under drought.""","yield under drought, Torus vs Line topologies","yield units from the stated formulas (Line: max(0.5, 3.5+0.1t−0.005t²), drought ×0.7; Torus ≤6, drought ×0.85; resilience = 0.3 water + 0.3 biodiversity + 0.4 SOM/8)",modules/transition.py Line-vs-Torus farm simulation over 20 yr,,,,,
gm,docs,F-ANTIFRAG,docs/research/PLAN_FORWARD.md,MEASURED,"Antifragility as a claim type: measure ∂²f/∂σ² of yield-vs-stressor per topology (LINE should be concave, TORUS convex). ""Convexity under bounded volatility"" becomes a staked, falsifiable claim.","second derivative ∂²f/∂σ² of yield vs stressor, per topology",yield per stressor² (sign: concave LINE / convex TORUS),transition simulator stressor sweep; tracked by Beta posteriors,,,,,
gm,docs,F-MANIFOLD-TEST,docs/research/09_nn_compression_manifolds.md,MEASURED,"Fefferman-Mitter-Narayanan (JAMS 2016): a statistical test — given samples, decide if data lie within ε of a d-manifold with bounded reach; sample-complexity guarantees.",distance of sample set to a d-dimensional manifold of bounded reach,"ε (distance), d (dimension), reach; test verdict with sample-complexity guarantee",Fefferman–Mitter–Narayanan statistical test on samples; related ID estimators Levina–Bickel / TWO-NN,,,,,Template for making geometry claims falsifiable with error bars.
gm,docs,F-QUANT,docs/research/09_nn_compression_manifolds.md,MEASURED,H₁: tangent-projected error degrades downstream CKA/perplexity less at matched weight-MSE (falsifier: tangent-projected quantization error does not beat random equal-norm directions).,downstream CKA and perplexity degradation at matched weight-MSE,"CKA in [0,1]; perplexity; weight-MSE",project quantization error onto activation tangent space (local PCA) vs random equal-norm directions; geometry battery §2.7,,,,,"§2.8 falsifiable research hypotheses; H2/H3 analogous (rank allocation, Grassmannian distillation)."
gm,docs,F-NOVIKOFF,docs/research/10_integration_theories_languages.md,MEASURED,"Novikoff 1962 convergence: separable with margin γ, ‖x‖ ≤ R ⇒ at most (R/γ)² mistakes (falsifier: more than (R/γ)² mistakes on separable data).",perceptron mistake count vs (R/γ)² bound,integer mistake count,perceptron run on separable data with margin γ and ‖x‖≤R; margin γ of fused substrate evidence used as live health metric,,,,,
gm,docs,F-PASCHEN,docs/research/08_cross_domain_toolkit.md,MEASURED,Paschen law V_b = f(pd) with minimum (~327 V air) — a direct falsifiable claim.,breakdown voltage V_b as function of pressure×gap pd,volts (minimum ≈327 V in air),Paschen-curve measurement; variance on pre-breakdown leakage serves as EWS,,,,,B4 Electromagnetism LEDGER/EWS entry.
gm,docs,F-R0,docs/research/08_cross_domain_toolkit.md,MEASURED,Epidemic iff R₀ > 1 ... Falsify R₀ from early growth Λ ≈ γ(R₀−1).,basic reproduction number R₀ = β/γ,dimensionless (epidemic threshold R₀=1; herd immunity p_c = 1−1/R₀),early exponential growth rate Λ of incidence curve; final-size equation bisection,,,,,B9 Epidemiology entry.
gm,docs,F-CHINCHILLA,docs/research/08_cross_domain_toolkit.md,MEASURED,"Chinchilla L(N,D) = E + A/N^α + B/D^β (E≈1.69, α≈0.34, β≈0.28); Shumailov recursive-collapse: Σ_n → 0 a.s. ... falsify scaling extrapolations by fitted exponents.","fitted scaling exponents α, β, E; output-distribution variance across generations",dimensionless exponents; variance (a.s. → 0 under recursive collapse),"fit L(N,D) to loss data; monitor variance across recursive-training generations",,,,,B22 Machine learning entry.
gm,docs,F-ERRBUDGET,docs/research/08_cross_domain_toolkit.md,MEASURED,Error budget B = 1 − SLO; burn rate = error rate/(1−SLO) ... Error budgets = canonical falsifiable-threshold gates.,error budget B and burn rate,fraction of SLO; dimensionless rate ratio,SRE error-budget accounting from observed error rate vs SLO,,,,,B25 Software/SRE entry.
gm,docs,F-FS,docs/research/08_cross_domain_toolkit.md,MEASURED,"Factor of safety FS = (c'L + (W cosθ − uL) tanφ') / W sinθ, failure FS < 1 ... Gumbel/GEV calibration falsifies ""100-year flood"" claims.",factor of safety FS; GEV return-level calibration,dimensionless (failure threshold FS=1); flood return levels,slope-stability FS computation from soil parameters and pore pressure; Gumbel/GEV fit to flood records,,,,,B27 Hydrology entry.
gm,docs,F-LEDGER-GUARD,docs/research/08_cross_domain_toolkit.md,MEASURED,"Guards: refutation_set (falsifiability), extraordinary=True needs ≥2 refutation conditions (mechanical Sagan standard) ... refute() is gated: last entry must test the current version and be refuted.",count of refutation conditions attached to an extraordinary claim; refute() gate verdict,integer count (≥2); boolean gate,falsification_ledger guards over hash-chained entries (SHA-256 canonical JSON),,,,,A.3 falsification_ledger mechanics.
gm,docs,X1,docs/research/17_fractals_bio_cosmo_trig.md,MEASURED,Refuted if: α(c) is flat across the load range.,uncertainty exponent α vs compression c,dimensionless exponent,"fit f(ε,c) at fixed compression; physical channel: flick pad + phyphox",,,,,X1 — uncertainty exponent as new instrument channel (E-P7 candidate).
gm,docs,X2,docs/research/17_fractals_bio_cosmo_trig.md,MEASURED,Refuted if: fitted catastrophe types don't predict subsequent structural features better than chance.,out-of-sample prediction accuracy of fitted catastrophe type,accuracy vs chance baseline (boolean),"caustic census from sensor grids, attention maps, GM basin atlases; predict subsequent structural features",,,,,X2 — cusp as structure detector.
gm,docs,X3,docs/research/17_fractals_bio_cosmo_trig.md,MEASURED,Refuted if: routes are as diverse as arrivals (no funnelling) — which would weaken the Rosetta compression claim.,distinct derivation routes per complex vs number of arrivals,integer counts,re-derive atlas entries by derivation route and count routes per complex,,,,,X3 — convergent evolution as existence proof for Rosetta shapes.
gm,docs,X4,docs/research/17_fractals_bio_cosmo_trig.md,MEASURED,"Refuted if: repairs that work are not path-connected (then repair is teleportation, not navigation — and GM's stability claims need the ISS proof, not the navigation metaphor).",path connectivity between checkpoint and repaired weights,boolean from linear/mode-connectivity check,mode-connectivity test along the path between checkpoint and repaired weights,,,,,X4 — basin repair as neutral-network navigation.
gm,docs,X8,docs/research/17_fractals_bio_cosmo_trig.md,MEASURED,Refuted if: crossover and fold are indistinguishable at realistic noise.,cascade-audit classification correctness: fold vs crossover vs smooth,boolean verdict at a stated realistic noise level,synthetic cusp normal form with cubic term swept through crossover; six-signal EWS audit,,,,,X8 — crossover shoulder = bounded flickering.
gm,docs,F-CROSSSTYLE,docs/research/03_transformer_design.md,UNKNOWN,cross-style falsification: re-reason in a different style to break a chain.,,,,,,,"No checkable quantity, threshold, or verdict named; 'break a chain' is undefined.","Methodological suggestion, not a measurable refutation."
gm,docs,F-IIT-GNW,docs/research/11_meta_structures_consciousness_bio_intelligence.md,UNKNOWN,"Cogitate (Nature 642:133–142, 2025): IIT's sustained-posterior-synchronization prediction failed; GNW's offset-ignition failed, PFC decoding underperformed. Neither refuted, both weakened.",,,,,,,"Predictions named but no units, thresholds, or measurement procedure stated in-repo; reports an external adversarial-collaboration outcome.",Pre-registered divergent predictions with kill criteria are cited as methodology (§4.2) but not specified here.
gm,experiments,F1,experiments/toy_landscape.py,MEASURED,Falsification condition: If E vs L_safety is linear to the boundary: theory is wrong.,repair energy vs L_safety nonlinearity: high/low half ratio and Pearson/Spearman r,ratio (knee if > 2.0); correlation coefficients,print_falsification_report() compares mean repair energy above/below median L_safety among repair events,,,,,"v2 restates vs ||theta - a||; v3 vs dist_to_saddle — same falsifier, different regressor."
gm,experiments,F2,experiments/toy_landscape.py,MEASURED,If kappa_eff does NOT precede L_safety spike: no leading indicator.,lead = L_safety-crossing step minus kappa_eff-spike step,steps (integer); SUPPORTED iff lead > 0,print_falsification_report(): first step kappa_eff > 90th percentile vs first step L_safety > epsilon_s,,,,,
gm,experiments,F3,experiments/toy_landscape.py,MEASURED,Prediction: spike smooths to sub-exponential [under L_total += alpha*||H_safety||_F^2]. If not: curvature shaping has no effect on repair cost structure.,high/low repair-energy ratio in the curvature-regularized arm,ratio; 'smoothed' iff ratio < 2.0,falsification report on the curvature-regularized arm of toy_landscape.py,,,,,
gm,experiments,F4,experiments/ep2_prereg_sim.py,MEASURED,refutation check: lead >= 15% required -> PASS (predicted) / FAIL at 5% noise / 0.4% creep.,detection lead as fraction of load range,percent of load range (threshold 15%),(SNAP - median detection compression)/0.30 from the simulated fold-law recovery-time scan,,,,,"SUPERSEDED: header records v1 REFUTED (null fired 96%) and this v2 REFUTED (null 82%); kept as provenance of a refutation, not a working experiment."
